"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Vou perguntar agora sobre o grau de confiança em uma série de políticos:";"Você confia no Geraldo Alckmin?";"Você confia no Jair Bolsonaro?";"Você confia no Marcelo Crivela?";"Você confia no Marco Feliciano?";"Você confia no Lula?";"Você confia na Marina Silva?";"Estamos chegando no fim. Vou ler duas afirmações e gostaria de saber se você concorda com elas:";"Num momento de crise, o governo precisa cortar gastos inclusive em saúde e educação.";"Quem começou a trabalhar cedo deve poder se aposentar cedo, sem limite mínimo de idade.";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"Qual é a sua denominação religiosa?";"outra:";"_id";"_uuid";"_submission_time";"_index"
"2017-06-15T11:56:28.049-03";"ac:d0:74:8c:ae:cc";"Mbeatriz";"4";"";"64";"não sei";"nada disso";"";"nada conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"não sabe";"confia muito";"confia muito";"não conhece";"confia pouco";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"branca";"";"igreja renascer em Cristo";"";"4191702";"b5ccd030-b958-49f6-83b1-1131dc1d3c31";"2017-06-15T19:09:46";"173"
"2017-06-15T12:04:01.312-03";"ac:d0:74:8c:ae:cc";"M beatriz";"4";"";"27";"nenhum";"nada disso";"";"nada conservador";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"confia pouco";"não sabe";"não conhece";"não sabe";"não confia";"confia muito";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino superior completo";"branca";"";"outra";"Catolica";"4191703";"9a80a21c-b422-4bee-b262-f2acb7dc9282";"2017-06-15T19:09:47";"174"
"2017-06-15T12:10:01.319-03";"ac:d0:74:8c:ae:cc";"Mbeatriz";"4";"";"30";"nenhum";"nada disso";"";"pouco conservador";"nada antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"";"confia pouco";"confia muito";"confia pouco";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"branca";"";"igreja renascer em Cristo";"";"4191704";"91ed317d-c1aa-4d5f-9ddf-50868494cdc3";"2017-06-15T19:09:47";"175"
"2017-06-15T12:21:22.184-03";"ac:d0:74:8c:ae:cc";"M bestriz";"4";"";"20";"nenhum";"nada disso";"";"nada conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"confia muito";"confia muito";"confia muito";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"branca";"";"igreja universal";"";"4191705";"afba8721-cb41-4414-8f79-f9d40c33095e";"2017-06-15T19:09:48";"176"
"2017-06-15T12:25:22.272-03";"ac:d0:74:8c:ae:cc";"Mbeatriz";"4";"";"32";"nenhum";"nada disso";"";"pouco conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"";"confia pouco";"confia pouco";"confia pouco";"não sabe";"não confia";"não sabe";"";"não concorda";"concorda";"";"masculino";"de R$4.690,00 até R$9.370,00";"ensino superior completo";"branca";"";"igreja renascer em Cristo";"";"4191706";"e955d631-022b-404d-8745-1677ade7f17f";"2017-06-15T19:09:48";"177"
"2017-06-15T12:29:56.435-03";"ac:d0:74:8c:ae:cc";"M beatriz";"4";"";"37";"nenhum";"nada disso";"";"nada conservador";"muito antipetista";"";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"não confia";"confia muito";"confia muito";"não confia";"confia pouco";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino médio completo";"branca";"";"outra";"Evangélica ";"4191707";"afbe5d24-b480-4c67-9bce-9bf7f1679a3b";"2017-06-15T19:09:48";"178"
"2017-06-15T12:36:21.715-03";"ac:d0:74:8c:ae:cc";"M beatriz";"4";"";"30";"nenhum";"nada disso";"";"pouco conservador";"nada antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino superior completo";"parda";"";"igreja renascer em Cristo";"";"4191708";"e0547db8-dde3-449e-873d-de6323916121";"2017-06-15T19:09:49";"179"
"2017-06-15T12:47:19.678-03";"ac:d0:74:8c:ae:cc";"Mbeatrix";"4";"";"48";"nenhum";"nada disso";"";"muito conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino superior completo";"parda";"";"outra";"Católica ";"4191709";"4c058d04-50a1-4f03-b83e-e9f6b1c22b23";"2017-06-15T19:09:49";"180"
"2017-06-15T13:07:54.684-03";"ac:d0:74:8c:ae:cc";"M beatriz";"4";"";"28";"nenhum";"nada disso";"";"pouco conservador";"pouco antipetista";"";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"confia pouco";"confia pouco";"confia pouco";"não confia";"confia pouco";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"branca";"";"assembléia de Deus";"";"4191710";"580ebab0-a5fe-4543-90bc-98e34e6d8b3b";"2017-06-15T19:09:50";"181"
"2017-06-15T13:29:52.927-03";"ac:d0:74:8c:ae:cc";"M beatriz";"4";"";"45";"nenhum";"nada disso";"";"nada conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"";"confia pouco";"confia muito";"confia pouco";"confia pouco";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$4.690,00 até R$9.370,00";"ensino superior completo";"branca";"";"assembléia de Deus";"";"4191711";"d9dec262-fd06-4c73-8a64-f062b5cc590d";"2017-06-15T19:09:51";"182"
"2017-06-15T13:41:12.254-03";"ac:d0:74:8c:ae:cc";"M beatriz";"4";"";"62";"nenhum";"nada disso";"";"nada conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"branca";"";"igreja renascer em Cristo";"";"4191712";"0faac4e4-3a06-4d27-a13d-bbcd74fc1707";"2017-06-15T19:09:51";"183"
"2017-06-15T13:56:48.861-03";"ac:d0:74:8c:ae:cc";"M beatriz";"4";"";"34";"nenhum";"nada disso";"";"pouco conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não sei";"concorda";"concorda";"não sei";"concorda";"não concorda";"";"confia muito";"confia muito";"confia pouco";"confia muito";"não confia";"confia pouco";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"branca";"";"igreja universal";"";"4191713";"f82b5c15-d8b6-4398-8397-5a2425f1a1ba";"2017-06-15T19:09:51";"184"
"2017-06-15T14:01:22.660-03";"ac:d0:74:8c:ae:cc";"M beatroz";"4";"";"17";"nenhum";"nada disso";"";"nada conservador";"não sei";"";"concorda";"concorda";"não concorda";"não sei";"não concorda";"não sei";"concorda";"não sei";"não sei";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não sei";"não concorda";"concorda";"não sei";"concorda";"concorda";"não sei";"";"não sabe";"não sabe";"não sabe";"não sabe";"não confia";"não sabe";"";"não concorda";"não sabe";"";"masculino";"até R$1.880,00";"ensino médio incompleto";"parda";"";"igreja mundial";"";"4191714";"c011a021-e6f0-4ecb-9cd3-e9452bfc3520";"2017-06-15T19:09:52";"185"
"2017-06-15T14:07:22.240-03";"ac:d0:74:8c:ae:cc";"Mbeatriz";"4";"";"17";"nenhum";"de esquerda";"";"muito conservador";"pouco antipetista";"";"não concorda";"não sei";"não concorda";"não sei";"não concorda";"não sei";"concorda";"não sei";"concorda";"não concorda";"não sei";"não sei";"concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não sei";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino médio completo";"parda";"";"outra";"Quadrangular";"4191715";"189beb10-e7b3-4aec-8ce4-642ab0b3806d";"2017-06-15T19:09:53";"186"
"2017-06-15T14:16:19.189-03";"ac:d0:74:8c:ae:cc";"M beatriz";"4";"";"35";"nenhum";"nada disso";"";"pouco conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"confia pouco";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino superior completo";"amarela";"";"igreja renascer em Cristo";"";"4191716";"213571ed-251f-483e-b916-a523510b50e4";"2017-06-15T19:09:53";"187"
"2017-06-15T14:22:06.327-03";"ac:d0:74:8c:ae:cc";"M beatrix";"4";"";"34";"PSDB";"centro";"mais de direita";"nada conservador";"pouco antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"confia muito";"confia muito";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$1.880,00 até R$2.810,00";"ensino superior incompleto";"branca";"";"igreja renascer em Cristo";"";"4191717";"5b0afd8d-2c3e-4528-b38c-dacfe2cf42cc";"2017-06-15T19:09:54";"188"
"2017-06-15T14:28:55.507-03";"ac:d0:74:8c:ae:cc";"M beatriz";"4";"";"21";"PSDB";"centro";"mais de direita";"muito conservador";"pouco antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"não sei";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino médio incompleto";"parda";"";"assembléia de Deus";"";"4191718";"f208a6ce-b990-4cc3-84fc-53927f5c5be3";"2017-06-15T19:09:54";"189"
"2017-06-15T14:40:14.884-03";"ac:d0:74:8c:ae:cc";"M Beatriz ";"4";"";"19";"nenhum";"nada disso";"";"nada conservador";"pouco antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"não sei";"não sei";"não concorda";"";"confia pouco";"confia pouco";"confia pouco";"confia pouco";"não confia";"confia pouco";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino médio completo";"branca";"";"igreja renascer em Cristo";"";"4191719";"f69ec266-9dfe-4eab-8157-4fba85523a4e";"2017-06-15T19:09:55";"190"
"2017-06-15T14:49:58.799-03";"ac:d0:74:8c:ae:cc";"M beatriz";"4";"";"23";"nenhum";"nada disso";"";"pouco conservador";"nada antipetista";"";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"não sei";"não concorda";"não concorda";"não sei";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"parda";"";"nenhuma";"";"4191720";"1adf2d13-f62c-4c90-8273-4f1d337ba20a";"2017-06-15T19:09:55";"191"
"2017-06-15T15:03:55.209-03";"ac:d0:74:8c:ae:cc";"M Beatriz ";"4";"";"28";"PSDB";"centro";"mais de direita";"pouco conservador";"pouco antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"confia pouco";"confia pouco";"confia pouco";"confia pouco";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino médio completo";"branca";"";"igreja mundial";"";"4191721";"a6b43c7f-e837-4d49-81b5-f8b98fc73114";"2017-06-15T19:09:56";"192"
"2017-06-15T15:30:06.611-03";"ac:d0:74:8c:ae:cc";"Mbeatriz";"4";"";"41";"REDE";"centro";"mais de squerda";"pouco conservador";"nada antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"confia pouco";"não confia";"não confia";"não confia";"não confia";"confia muito";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino superior completo";"branca";"";"igreja renascer em Cristo";"";"4191722";"4dfb3460-4445-44d1-9d21-773ecd6e5228";"2017-06-15T19:09:57";"193"
"2017-06-15T15:34:35.643-03";"ac:d0:74:8c:ae:cc";"M beatriz";"4";"";"32";"nenhum";"nada disso";"";"pouco conservador";"pouco antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"não sei";"não concorda";"";"confia muito";"confia pouco";"confia pouco";"confia pouco";"não confia";"confia pouco";"";"não concorda";"não sabe";"";"masculino";"de R$4.690,00 até R$9.370,00";"ensino superior completo";"branca";"";"assembléia de Deus";"";"4191723";"1fa4372f-46e6-47a2-bd81-c83c03bef59d";"2017-06-15T19:09:57";"194"
"2017-06-15T15:48:44.691-03";"ac:d0:74:8c:ae:cc";"Mbeatriz";"4";"";"47";"nenhum";"nada disso";"";"nada conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"não sei";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"não sei";"não concorda";"";"confia pouco";"confia pouco";"confia pouco";"confia pouco";"não confia";"confia pouco";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino médio completo";"preta";"";"igreja universal";"";"4191724";"8c401d37-a89b-4a0d-aca1-4ecef8d83d06";"2017-06-15T19:09:58";"195"
"2017-06-15T11:22:21.966-03";"ac:d0:74:8d:47:d3";"Camila";"4";"";"54";"PSDB";"nada disso";"";"pouco conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"confia pouco";"confia muito";"confia muito";"não confia";"confia pouco";"";"não concorda";"concorda";"";"feminino";"de R$4.690,00 até R$9.370,00";"ensino superior completo";"branca";"";"igreja renascer em Cristo";"";"4191745";"dd072cf4-00ee-45ed-98a7-73ed86ad1221";"2017-06-15T19:13:35";"196"
"2017-06-15T12:04:13.917-03";"ac:d0:74:8d:47:d3";"Camila";"4";"";"28";"nenhum";"nada disso";"";"pouco conservador";"nada antipetista";"";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não confia";"não confia";"confia pouco";"confia pouco";"confia pouco";"confia pouco";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"parda";"";"igreja renascer em Cristo";"";"4191748";"49241476-5e37-4ad8-92f7-3517191c8bcc";"2017-06-15T19:13:37";"197"
