"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera feminista?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Para concluir o bloco gostaria de fazer duas perguntas:";"A cassação da chapa Dilma/Temer está sendo discutida no Tribunal Superior Eleitoral e se aprovada Michel Temer perde o mandato. Você é a favor da cassação da chapa pelo TSE?";"Se Lula for candidato você pretende votar nele nas próximas eleições?";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"Religião:";"outra:";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2017-03-31T16:47:20.840-03";"ac:d0:74:8d:47:d3";"Camila ";"Q";"";"42";"Nenhum";"de esquerda";"";"pouco conservador";"nada feminista";"nada antipetista";"";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"sim";"não";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior incompleto";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163695";"360543ef-d34e-486d-9f1e-922a949a9a1b";"2017-03-31T22:19:48";"27"
"2017-03-31T16:52:19.337-03";"ac:d0:74:8d:47:d3";"Camilqw";"Q";"";"49";"PT";"nada disso";"";"muito conservador";"nada feminista";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"";"sim";"sim";"";"masculino";"mais de R$18740,00";"ensino médio completo";"branca";"";"evangélica pentecostal";"";"vQEVL8NJxFQs3kcu22s4A4";"3163696";"feaa11ac-d863-40dd-ba95-73e6ca9fc5c9";"2017-03-31T22:19:49";"28"
"2017-03-31T16:35:06.999-03";"ac:d0:74:8d:47:d3";"Camila";"1";"";"59";"PT";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163693";"02470f7d-85c4-4637-9c7c-ab1e4ddf8cbb";"2017-03-31T22:19:46";"29"
"2017-03-31T16:41:00.063-03";"ac:d0:74:8d:47:d3";"Camila";"Q";"";"65";"Nenhum";"nada disso";"";"muito conservador";"muito feminista";"não sei";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"sim";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior incompleto";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163694";"abe6482e-b6a5-47f5-bce7-b2e6865b9cff";"2017-03-31T22:19:47";"30"
"2017-03-31T18:53:51.158-03";"ac:d0:74:c4:b2:21";"Leticia";"1";"";"66";"PT";"de esquerda";"";"nada conservador";"não sei";"nada antipetista";"";"não concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"não sei";"não sei";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"não";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163595";"e70a1caf-6903-4c99-94a1-95fac755b144";"2017-03-31T22:11:03";"31"
"2017-03-31T18:36:04.917-03";"ac:d0:74:c4:b2:21";"Leticia";"3";"";"43";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"sim";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163593";"ee71c50c-e5b5-410a-9bab-2183e78d4093";"2017-03-31T22:11:02";"32"
"2017-03-31T18:29:47.239-03";"ac:d0:74:c4:b2:21";"Leticia";"1";"";"29";"Nenhum";"de esquerda";"";"muito conservador";"muito feminista";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"";"sim";"não";"";"feminino";"de R$1880,00 até R$2810,00";"ensino superior incompleto";"branca";"";"evangélica não pentecostal";"";"vQEVL8NJxFQs3kcu22s4A4";"3163592";"7f58ad20-8922-45c1-894c-96f5dac0b64c";"2017-03-31T22:11:01";"33"
"2017-03-31T18:21:06.877-03";"ac:d0:74:c4:b2:21";"Leticia";"1";"";"62";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163591";"313903f4-cb78-4d1f-80d4-35f991210035";"2017-03-31T22:11:01";"34"
"2017-03-31T18:12:12.954-03";"ac:d0:74:c4:b2:21";"Leticia";"1";"";"58";"PT";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino médio completo";"preta";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163590";"59648594-90df-4209-8818-2f9ea7980388";"2017-03-31T22:11:00";"35"
"2017-03-31T18:02:58.475-03";"ac:d0:74:c4:b2:21";"Leticia";"1";"";"21";"PSOL";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"feminino";"de R$2810,00 até R$4690,00";"ensino médio completo";"parda";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163589";"865400d2-409b-40f9-b1c3-be1ae00daf35";"2017-03-31T22:10:59";"36"
"2017-03-31T17:53:33.186-03";"ac:d0:74:c4:b2:21";"
leticia";"1";"";"52";"PT";"de esquerda";"";"nada conservador";"não sei";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não sei";"não sei";"concorda";"não concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino fundamental completo";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163588";"c9afad13-c7c2-4606-8a44-d7334c3d048b";"2017-03-31T22:10:59";"37"
"2017-03-31T17:46:53.782-03";"ac:d0:74:c4:b2:21";"Leticia";"1";"";"32";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não sei";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"";"sim";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior incompleto";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163587";"e703c67d-527f-4148-a5c8-d037d4a07b05";"2017-03-31T22:10:58";"38"
"2017-03-31T17:40:35.069-03";"ac:d0:74:c4:b2:21";"Leticia";"1";"";"41";"Nenhum";"de esquerda";"";"nada conservador";"pouco feminista";"pouco antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163586";"fa22e381-bea9-4094-8735-3db8ff6754d1";"2017-03-31T22:10:58";"39"
"2017-03-31T17:32:51.875-03";"ac:d0:74:c4:b2:21";"Leticia";"1";"";"46";"Nenhum";"nada disso";"";"pouco conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não sei";"concorda";"concorda";"";"sim";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163585";"b62effc0-6156-405b-8dbc-91a048343215";"2017-03-31T22:10:57";"40"
"2017-03-31T18:04:47.408-03";"ac:d0:74:78:6f:7c";"Vitor";"2";"";"32";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"espírita/kerdecista";"";"vQEVL8NJxFQs3kcu22s4A4";"3163649";"6b8f7adb-93da-444d-ab8f-bdacf4a58a16";"2017-03-31T22:15:19";"41"
"2017-03-31T18:02:16.256-03";"ac:d0:74:78:6f:7c";"Vitor";"2";"";"32";"PSOL";"de esquerda";"";"pouco conservador";"pouco feminista";"pouco antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"";"sim";"sim";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior incompleto";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163648";"312308c0-9428-41c2-b620-51190ac17dff";"2017-03-31T22:15:18";"42"
"2017-03-31T17:55:06.624-03";"ac:d0:74:78:6f:7c";"Vitor";"2";"";"47";"Nenhum";"nada disso";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163647";"bea107e9-bf20-40c5-9f91-47a341f09509";"2017-03-31T22:15:18";"43"
"2017-03-31T17:43:07.793-03";"ac:d0:74:78:6f:7c";"Vitor";"2";"";"34";"PT";"de esquerda";"";"muito conservador";"pouco feminista";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino médio completo";"parda";"";"evangélica pentecostal";"";"vQEVL8NJxFQs3kcu22s4A4";"3163646";"aba01cc0-d1d9-4874-adf6-eb643957583d";"2017-03-31T22:15:17";"44"
"2017-03-31T17:34:50.803-03";"ac:d0:74:78:6f:7c";"Vitor";"2";"";"38";"Nenhum";"de esquerda";"";"muito conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"não sei";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163645";"7de57952-0ea7-4348-963c-88bedefbeb05";"2017-03-31T22:15:17";"45"
"2017-03-31T17:30:33.886-03";"ac:d0:74:78:6f:7c";"Vitor";"2";"";"54";"PT";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163644";"f91e1f93-a494-40a0-9f2f-dd8c40badc2a";"2017-03-31T22:15:16";"46"
"2017-03-31T17:24:07.844-03";"ac:d0:74:c4:b2:21";"Leticia";"1";"";"53";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163584";"b0a3b165-ca0a-41a6-95cb-31b3b9dac0a8";"2017-03-31T22:10:57";"47"
"2017-03-31T17:18:55.333-03";"ac:d0:74:c4:b2:21";"Leticia";"1";"";"34";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"parda";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163583";"90d82cf2-a189-4361-ac52-e28dcbacc8c0";"2017-03-31T22:10:56";"48"
"2017-03-31T17:10:34.833-03";"ac:d0:74:c4:b2:21";"Leticia";"1";"";"31";"PCdoB";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"masculino";"de R$1880,00 até R$2810,00";"ensino superior completo";"parda";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163582";"8a3d31cb-11b2-4d69-898f-a32a6e63d4a2";"2017-03-31T22:10:55";"49"
"2017-03-31T17:05:30.802-03";"ac:d0:74:c4:b2:21";"
Leticia";"1";"";"30";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"não";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163581";"fc256a38-fc3b-4bbf-a968-8540d13d6ad4";"2017-03-31T22:10:55";"50"
"2017-03-31T16:59:52.355-03";"ac:d0:74:c4:b2:21";"Leticia";"1";"";"25";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior incompleto";"parda";"";"umbanda";"";"vQEVL8NJxFQs3kcu22s4A4";"3163580";"0189f90e-ccb8-4705-a6f9-44005b39bd4a";"2017-03-31T22:10:54";"51"
"2017-03-31T17:23:56.378-03";"ac:d0:74:78:6f:7c";"Vitor";"2";"";"26";"PT";"de esquerda";"";"pouco conservador";"nada feminista";"nada antipetista";"";"concorda";"não sei";"concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"feminino";"mais de R$18740,00";"ensino superior completo";"branca";"";"evangélica pentecostal";"";"vQEVL8NJxFQs3kcu22s4A4";"3163643";"5b51d650-b69e-42e0-92dd-a8eb4096e2aa";"2017-03-31T22:15:16";"52"
"2017-03-31T17:16:27.264-03";"ac:d0:74:78:6f:7c";"Vitor";"3";"";"49";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$1880,00 até R$2810,00";"ensino superior completo";"preta";"";"umbanda";"";"vQEVL8NJxFQs3kcu22s4A4";"3163642";"776152d6-2571-4564-93e0-5b46494a2d79";"2017-03-31T22:15:15";"53"
"2017-03-31T17:12:15.170-03";"ac:d0:74:78:6f:7c";"Vitor";"3";"";"27";"PSOL";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"não sei";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"outra";"Cristã";"vQEVL8NJxFQs3kcu22s4A4";"3163641";"2de9490e-ae10-4630-bda1-6aedf35a2c1c";"2017-03-31T22:15:15";"54"
"2017-03-31T17:07:21.139-03";"ac:d0:74:78:6f:7c";"Vitor";"2";"";"52";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163640";"8512c4b9-5350-45cc-a30e-5054a5a27a8c";"2017-03-31T22:15:14";"55"
"2017-03-31T16:59:36.108-03";"ac:d0:74:78:6f:7c";"Vitor";"2";"";"58";"Não sei";"de esquerda";"";"nada conservador";"nada feminista";"nada antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163639";"b34eca68-9e56-40ad-a3d5-dca4d57467f7";"2017-03-31T22:15:14";"56"
"2017-03-31T16:51:20.440-03";"ac:d0:74:78:6f:7c";"Vitor";"2";"";"44";"Nenhum";"nada disso";"";"muito conservador";"nada feminista";"nada antipetista";"";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"sim";"não sei";"";"masculino";"de R$1880,00 até R$2810,00";"ensino médio completo";"branca";"";"outra";"Budismo";"vQEVL8NJxFQs3kcu22s4A4";"3163638";"b9d2a77a-3567-4e5a-94ff-722a39c3fa4f";"2017-03-31T22:15:13";"57"
"2017-03-31T16:49:03.885-03";"ac:d0:74:78:6f:7c";"Vitor";"2";"";"58";"PT";"de esquerda";"";"nada conservador";"nada feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163637";"81bc632d-9956-45c7-839e-462820b41809";"2017-03-31T22:15:13";"58"
"2017-03-31T16:44:38.816-03";"ac:d0:74:78:6f:7c";"Vitor";"3";"";"71";"PT";"de esquerda";"";"nada conservador";"nada feminista";"nada antipetista";"";"não concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163636";"235f5014-9f25-4dac-9772-7c1510f044ac";"2017-03-31T22:15:12";"59"
"2017-03-31T16:39:19.785-03";"ac:d0:74:78:6f:7c";"Vitor";"3";"";"17";"REDE";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino médio completo";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163635";"1d33c38c-bca3-4b2f-96fe-a61a4ff4e555";"2017-03-31T22:15:12";"60"
"2017-03-31T16:27:22.148-03";"ac:d0:74:78:6f:7c";"Vitor";"2";"";"67";"PT";"de esquerda";"";"muito conservador";"pouco feminista";"nada antipetista";"";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163634";"04392c1a-178a-4938-8a42-90e03ab4db15";"2017-03-31T22:15:11";"61"
"2017-03-31T16:25:33.182-03";"ac:d0:74:78:6f:7c";"Vitor";"3";"";"25";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163633";"00a6e5bd-aaf3-4085-b27e-4e4824dbba7a";"2017-03-31T22:15:11";"62"
