"","Entrevistador","Horário","Região","Idade","Sexo","Renda","Escolaridade","Cor","Especificar","Sistema.Político","Político.Honesto","Fora.do.Jogo","Militares","Juiz.Honesto","Plebiscitos","Movimentos.Sociais","Lava.Jato","Zelotes","Metrô","Mensalão.PT","Mensalão.PSDB","Dilma","Alckmin","Haddad","Aécio","Cunha","Calheiros","Figura.Honesta","Impostos","Falta.Recursos","Corrupção","Má.administração","Financiamento.Empresarial","Saúde.todos","Saúde.gratuita","Mais.Médicos","Educação.todos","Educação.gratuita","Transporte.todos","Transporte.gratuito","Reduzir.impostos","Red.imp.alguns","Esforço","Punição","Maconha","Haitianos","Estupros","Gays","Negros","Joaquim.Levy","Crise.hídrica","Partido","Prefeitura"
"115","Paula Graciele Rodrigues","15:48","3",39,"Masculino","até R$ 1.576","médio completo","parda",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","2- não","1- sim","1- sim","Celso Russomano","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","3- não sei","1- muita","2- PSDB","Russomano"
"116","Paula Graciele Rodrigues","15:30","3",33,"Feminino","de R$ 3.940 a R$ 7.880","superior incompleto","branca",NA,"3- não satisfeito","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Sérgio Moro","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","2- concordo em parte","2- não","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","1- sim","1- muita","todos","Russomano"
"117","Paula Graciele Rodrigues","15:15","3",40,"Masculino","acima de R$ 15.760","superior completo","indígena",NA,"3- não satisfeito","3- não concordo","3- não concordo","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","1- sim","3- não concordo","3- não concordo","2- não","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- não","1- muita","todos","nenhum"
"118","Paula Graciele Rodrigues","15:05","3",41,"Feminino","de R$ 3.940 a R$ 7.880","superior completo","branca",NA,"3- não satisfeito","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","3- não sei","1- sim","1- sim","","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- concordo totalmente","2- não","1- muita","2- PSDB","Russomano"
"119","Paula Graciele Rodrigues","14:39","3",53,"Masculino","acima de R$ 15.760","médio completo","branca",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Joaquim Barbosa","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","3- não sei","1- muita","2- PSDB","nenhum"
"120","Paula Graciele Rodrigues","14:30","3",23,"Masculino","acima de R$ 15.760","superior completo","branca",NA,"3- não satisfeito","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","1- concordo totalmente","1- grave","3- não sei","1- grave","1- grave","1- grave","2- não","1- sim","2- não","1- sim","1- sim","1- sim","Enéas (PRONA)","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","4- não sei","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","2- não","1- muita","2- PSDB","Haddad"
"121","Paula Graciele Rodrigues","14:20","3",54,"Masculino","de R$ 3.940 a R$ 7.880","médio completo","branca",NA,"3- não satisfeito","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","3- não sei","3- não sei","3- não sei","1- sim","1- sim","Sílvio Santos","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","2- concordo em parte","3- não concordo","1- concordo totalmente","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","3- não sei","1- muita","todos","nenhum"
"122","Paula Graciele Rodrigues","14:01","3",51,"Feminino","de R$ 1.576 a R$ 2.364","superior completo","parda",NA,"3- não satisfeito","2- concordo em parte","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- concordo totalmente","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","2- não","1- sim","1- sim","","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não sei","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","3- não sei","1- muita","2- PSDB","nenhum"
"123","Paula Graciele Rodrigues","13:43","3",41,"Masculino","de R$ 1.576 a R$ 2.364","médio completo","branca",NA,"3- não satisfeito","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- grave","1- grave","1- grave","1- grave","1- grave","2- não","2- não","2- não","2- não","1- sim","1- sim","Plínio de Arruda Sampaio","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","1- concordo totalmente","2- não","1- muita","2- PSDB","nenhum"
"124","Paula Graciele Rodrigues","13:26","3",38,"Masculino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","1- sim","3- não sei","1- sim","1- sim","Sérgio Moro","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","3- não sei","1- muita","3- Outros","João Doria"
"125","Paula Graciele Rodrigues","13:14","3",54,"Feminino","até R$ 1.576","superior completo","outra",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- grave","3- não sei","3- não sei","1- grave","1- grave","1- sim","1- sim","1- sim","1- sim","1- sim","1- sim","Joaquim Barbosa/Sérgio Moro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","3- não sei","1- muita","todos","nenhum"
"126","Paula Graciele Rodrigues","13:00","3",31,"Feminino","de R$ 3.940 a R$ 7.880","superior completo","amarela",NA,"3- não satisfeito","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","1- sim","2- não","1- sim","Joaquim Barbosa","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","3- não sei","1- muita","todos","nenhum"
"127","Paula Graciele Rodrigues","12:50","3",34,"Masculino","de R$ 2.364 a R$ 3.940","médio completo","branca",NA,"2- pouco satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","1- sim","3- não sei","1- sim","3- não sei","1- sim","","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- muita","2- PSDB","nenhum"
